pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp,habitability_score
Kepler-1501 b,1.56,3.05,0.11592,0.0,0.202,1.2,1,1,4.41,6229.0,1.3,13491.813616411604,0.4774217398104273
Kepler-1502 b,3.18,10.2,0.2482,0.0,0.742,1.44,1,1,1.74,6666.0,1.72,11349.798632492248,0.28660017776222285
Kepler-1503 b,2.27,5.77,0.3771,0.0,0.4006060816669288,0.77,1,1,2.71,5069.0,0.74,4592.713951580583,0.3922033241494094
Kepler-1504 b,2.13,5.18,0.3704,0.0,0.468,0.85,1,1,2.95,5393.0,0.81,5158.18545962905,0.40605869676334616
Kepler-1505 b,0.93,0.749,0.18298,0.0,0.149,0.93,1,1,5.12,5686.0,0.86,7972.8534531568885,0.5852334229497608
Kepler-1506 b,1.32,2.3,0.1168,0.0,0.426,0.95,1,1,5.5,5676.0,0.93,10359.098243499811,0.5545243392128746
Kepler-1507 b,0.84,0.52,0.11946,0.0,0.6650664244684812,0.89,1,1,4.82,5410.0,0.85,9333.724652519455,0.5725618733471297
Kepler-1508 b,1.33,2.33,0.1629,0.0,0.537,1.14,1,1,5.44,6158.0,1.22,10899.80102299421,0.5332374400583987
Kepler-1509 b,1.85,4.08,0.1707,0.0,0.399,1.0,1,1,3.54,5780.0,0.99,9003.019428111535,0.4381396278825927
Kepler-151 b,3.06,9.59,0.116,0.0,0.6142107088596144,0.87,1,2,1.84,5460.0,0.83,9446.31027653885,0.35461833565748047
Kepler-151 c,2.09,5.02,0.16,0.0,0.6142107088596144,0.87,1,2,3.02,5460.0,0.83,8043.243371580058,0.41589062399588217
Kepler-1510 b,3.36,11.2,0.4089,0.0,0.377,1.19,1,1,1.62,6200.0,1.28,7094.922096943974,0.31022090952170955
Kepler-1511 b,1.68,3.46,0.1753,0.0,0.838,1.17,1,1,4.01,6064.0,1.29,10639.533881132771,0.4537107913697665
Kepler-1512 b,1.18,1.76,0.13693,0.0,0.332376270499219,0.73,1,1,5.89,4372.0,0.67,6255.006462364074,0.5776981421458437
Kepler-1513 b,8.594,48.30992,0.56971,0.306,0.8052810653384567,0.94,1,2,1.304,5491.0,0.95,4586.124466547392,0.23707146014708314
Kepler-1514 b,12.42,1678.1424,0.753,0.401,0.328,1.2,1,2,4.82,6145.0,1.29,5202.100839171298,0.525692815902038
Kepler-1514 c,1.176,1.74,0.0997,0.32,0.328,1.2,1,2,5.88,6145.0,1.29,14296.465329366167,0.472600018860174
Kepler-1515 b,9.55,66.2,0.75235,0.0,0.566,1.3,1,1,0.418,6511.0,1.41,5765.099420315642,0.36621769440676666
Kepler-1516 b,1.75,3.71,0.0718,0.0,0.446,1.04,1,1,3.8,5904.0,1.07,14741.29128016237,0.45340762398185624
Kepler-1517 b,9.76,68.7,0.078,0.0,0.879,1.58,1,1,0.406,7010.0,1.95,22669.79195148445,0.2329041791087704
Kepler-1518 b,3.05,9.53,0.0593,0.0,0.691,1.54,1,2,1.85,6846.0,1.88,24931.4756807387,0.28821070219111433
Kepler-1518 c,2.9,8.75,0.0905,0.0,0.691,1.06,1,2,1.97,6432.0,1.34,16007.874008733263,0.3452654574023061
Kepler-1519 b,7.06,39.6,0.7655,0.0,0.326,0.94,1,1,0.618,5644.0,0.91,3980.1057923378607,0.5513138663378274
Kepler-152 b,2.79,8.2,0.124,0.0,0.4191129782637613,0.78,1,2,2.07,5088.0,0.72,7929.796101139904,0.3658344774263548
Kepler-152 c,2.39,6.3,0.356,0.0,0.4191129782637613,0.78,1,2,2.54,5088.0,0.72,4680.021670428152,0.3885701324541234
Kepler-1520 b,5.77,28.1,0.0129,0.0,0.3826904045279422,0.76,1,1,0.804,4677.0,0.71,22441.981565481932,0.27943512360182915
Kepler-1521 b,2.5,6.8,0.23476,0.0,0.47829690000000014,0.81,1,1,2.39,5042.0,0.76,5867.554054904613,0.374911748213345
Kepler-1522 b,1.73,3.64,0.0288,0.0,0.092,0.96,1,1,3.86,5706.0,0.93,20971.83875360336,0.4599706013341856
Kepler-1523 b,1.58,3.12,0.01867,0.0,0.8988786596538656,0.97,1,1,4.35,5708.0,0.96,26473.23008142104,0.4810670092644017
Kepler-1524 b,3.54,12.3,0.3392,0.0,1.7324093384849115,1.17,1,1,1.52,6179.0,1.25,7671.9328351742615,0.3076914259584125
Kepler-1525 b,0.91,0.693,0.03557,0.0,1.2671943325624648,1.07,1,1,5.05,5748.0,1.04,20102.543413395488,0.5665494271845248
Kepler-1526 b,2.43,6.48,0.0418,0.0,0.332376270499219,0.73,1,1,2.48,4601.0,0.69,12090.60825488568,0.37675795738367435
Kepler-1527 b,4.77,20.4,0.6276,0.0,0.482,1.21,1,1,1.03,6224.0,1.32,5838.141196891616,0.2909252248986596
Kepler-1528 b,1.46,2.73,0.0296,0.0,1.1089967833248526,1.03,1,1,4.82,5857.0,1.03,22346.396123559833,0.5152464843726274
Kepler-1529 b,2.1,5.06,0.0525,0.0,0.47829690000000014,0.81,1,1,3.0,5048.0,0.77,12503.873441156364,0.4091153743899524
Kepler-153 b,2.92,8.85,0.129,0.0,0.3826904045279422,0.76,1,2,1.95,5404.0,0.89,9180.683186177845,0.3603431660814117
Kepler-153 c,2.53,6.94,0.237,0.0,0.3826904045279422,0.76,1,2,2.35,5404.0,0.89,6773.227809595594,0.37862991318621053
Kepler-1530 b,1.64,3.33,0.03553,0.0,0.746891291445067,0.92,1,3,4.15,5477.0,0.88,17629.743165330034,0.4916139424067658
Kepler-1530 c,1.65,3.36,0.05744,0.0,0.746891291445067,0.92,1,3,4.11,5477.0,0.88,13865.526766803192,0.49143091920475923
Kepler-1530 d,3.279,10.8,0.08276,0.0,1.0717675436629344,1.02,1,3,1.68,5678.0,1.3,14555.13827133275,0.33720157236906767
Kepler-1531 b,1.11,1.41,0.02204,0.0,0.304,1.16,1,1,5.67,6260.0,1.27,30734.76598682426,0.5469235337208507
Kepler-1532 b,1.35,2.39,0.0206,0.0,0.7188609179509692,0.91,1,1,5.34,5559.0,0.88,23499.786254252736,0.5392667004039424
Kepler-1533 b,3.46,11.8,0.93416,0.0,0.662,1.31,1,1,1.57,6431.0,1.51,5288.29729104125,0.4890109780956815
Kepler-1534 b,1.89,4.23,0.0599,0.0,0.6915901242788246,0.9,1,1,3.44,5442.0,0.86,13336.868344710605,0.43766639686682474
Kepler-1535 b,2.55,7.04,0.5329,0.0,0.165,1.08,1,1,2.33,6021.0,1.11,5620.394092790881,0.6034023700713543
Kepler-1536 b,3.14,10.0,0.8507,0.0,0.30158116914673233,0.71,1,1,1.77,4434.0,0.67,2545.0972746311577,0.5081084796102162
Kepler-1537 b,1.18,1.76,0.0245,0.0,0.47829690000000014,0.81,1,1,5.89,5079.0,0.77,18416.200960603506,0.5715431381176423
Kepler-1538 b,2.82,8.35,0.6095,0.0,1.1089967833248526,1.03,1,1,2.05,5837.0,1.03,4907.733401046671,0.3462665340820393
Kepler-1539 b,2.7,7.75,0.4765,0.0,0.5432221889406211,0.84,1,1,2.16,5176.0,0.8,4337.77799038141,0.36426399224369094
Kepler-154 b,2.26,5.73,0.198,0.0,0.033,0.93,1,5,2.73,5690.0,1.0,8270.641255699555,0.5569981825497025
Kepler-154 c,2.95,9.01,0.303,0.0,0.033,0.93,1,5,1.93,5690.0,1.0,6685.755100397528,0.44846792225978993
Kepler-154 d,3.84,14.1,0.14354,0.0,0.033,0.98,1,5,1.37,5769.0,0.98,9749.59595698101,0.33149224501456653
Kepler-154 e,1.5,2.86,0.04766,0.0,0.033,0.98,1,5,4.66,5769.0,0.98,16919.832912932197,0.5212638095116007
Kepler-154 f,1.5,2.86,0.08832,0.0,0.033,0.98,1,5,4.66,5769.0,0.98,12429.210944474191,0.5224496261853734
Kepler-1540 b,2.49,6.76,0.4426,0.0,0.34858686540120815,0.74,2,1,2.41,4540.0,0.69,3666.3523978356093,0.3512198553711249
Kepler-1541 b,1.16,1.65,0.07555,0.0,0.5898540685771015,0.86,1,1,5.81,5282.0,0.81,11186.215563956712,0.5811258910291339
Kepler-1542 b,0.76,0.363,0.04765,0.0,0.07,0.94,1,4,4.54,5564.0,0.99,16403.358563335743,0.5523183696345294
Kepler-1542 c,0.65,0.208,0.0387,0.0,0.07,0.94,1,4,4.16,5564.0,0.99,18201.565727081455,0.5101431881725257
Kepler-1542 d,0.87,0.59,0.0629,0.0,0.07,0.94,1,4,4.92,5564.0,0.99,14277.064056767855,0.5812933809328871
Kepler-1542 e,0.76,0.363,0.05649,0.0,0.07,0.94,1,4,4.54,5564.0,0.99,15065.322863131923,0.5528184647274065
Kepler-1543 b,2.71,7.8,0.0867,0.0,0.487,1.39,1,1,2.15,6561.0,1.65,18512.367933374106,0.3083642072428128
Kepler-1544 b,1.78,3.82,0.54465,0.0,0.47829690000000014,0.81,1,1,3.72,4886.0,0.74,3683.579782766798,0.4641211741586955
Kepler-1545 b,2.7,7.75,0.5442,0.0,0.5432221889406211,0.84,1,1,2.16,5201.0,0.8,4078.6091642556303,0.3652276854747369
Kepler-1546 b,3.13,9.96,0.1366,0.0,0.8356657801380584,0.95,1,1,1.78,5623.0,0.93,9489.50852495193,0.34182735496953864
Kepler-1547 b,0.9,0.666,0.01556,0.0,0.222,1.12,1,1,5.02,6078.0,1.18,34233.902957401355,0.5335841581818143
Kepler-1548 b,2.64,7.46,0.4679,0.0,0.9654353152371162,0.99,1,1,2.23,5706.0,0.97,5313.743956401471,0.3581589164376146
Kepler-1549 b,2.57,7.13,0.6687,0.0,0.6392774017356785,0.88,1,1,2.31,5324.0,0.84,3859.415532868916,0.3729174016006036
Kepler-155 b,2.09,5.02,0.056,0.0,0.20971520000000002,0.64,1,2,3.02,4508.0,0.62,9701.642136123533,0.4101415447730986
Kepler-155 c,2.24,5.65,0.242,0.0,0.20971520000000002,0.64,1,2,2.76,4508.0,0.62,4666.933163841512,0.39447399748852696
Kepler-1550 b,3.02,9.38,0.7681,0.0,0.119,1.07,1,1,1.87,5991.0,1.11,4658.128217993089,0.3340644182529242
Kepler-1551 b,2.66,7.56,0.1772,0.0,0.244,1.14,1,1,2.21,6136.0,1.22,10413.408843551653,0.34056832197781955
Kepler-1552 b,2.47,6.66,0.6011,0.0,0.5661952739834993,0.85,1,1,2.43,5202.0,0.78,3832.690916209637,0.3789554467598066
Kepler-1553 b,1.15,1.6,0.0481,0.0,0.5661952739834993,0.85,1,1,5.78,5288.0,0.81,14035.275113233283,0.5820261623126881
Kepler-1554 b,2.9,8.75,0.59527,0.0,0.5432221889406211,0.84,1,1,1.97,5297.0,0.81,3996.4556390233447,0.3581216450612238
Kepler-1555 b,1.61,3.22,0.0805,0.0,0.389,1.04,1,1,4.24,5866.0,1.06,13767.546857447982,0.4847900308526006
Kepler-1556 b,1.96,4.5,0.0829,0.0,0.8988786596538656,0.97,1,1,3.28,5608.0,0.95,12278.690554876312,0.42171555632964003
Kepler-1557 b,1.53,2.96,0.049,0.0,0.119,1.11,1,1,4.54,6099.0,1.17,19275.827733319853,0.4945019394841442
Kepler-1558 b,0.68,0.244,0.04278,0.0,0.5209227484918181,0.83,1,1,4.26,5101.0,0.79,14177.772106739647,0.5217995993350418
Kepler-1559 b,0.72,0.299,0.01835,0.0,0.5898540685771015,0.86,1,1,4.4,5316.0,0.82,22984.41086078854,0.521088796397702
Kepler-156 b,2.3,5.9,0.054,0.0,0.5898540685771015,0.86,1,2,2.66,5094.0,0.81,12760.393944630503,0.39362077010302554
Kepler-156 c,2.55,7.04,0.117,0.0,0.5898540685771015,0.86,1,2,2.33,5094.0,0.81,8668.980606085732,0.37690239774625645
Kepler-1560 b,0.89,0.64,0.04175,0.0,1.0717675436629344,1.02,1,1,4.99,5815.0,1.02,18590.072230903916,0.5704193127951894
Kepler-1561 b,1.09,1.32,0.0194,0.0,1.2671943325624648,1.07,1,1,5.6,5957.0,1.11,29143.904605845724,0.5557725244509529
Kepler-1562 b,3.55,12.3,0.3308,0.0,0.491,1.02,1,1,1.51,5760.0,1.05,6637.337395694394,0.3249903120244821
Kepler-1563 b,0.75,0.347,0.0442,0.0,1.0,1.0,1,1,4.52,5765.0,0.99,17646.77248253852,0.5380444741873553
Kepler-1564 b,1.47,2.76,0.1327,0.0,0.7756937995160011,0.93,1,1,4.77,5528.0,0.9,9311.364758934473,0.5269460204878904
Kepler-1565 b,1.19,1.81,0.0241,0.0,0.3826904045279422,0.76,1,1,5.9,4940.0,0.73,17584.878414778574,0.569768394185139
Kepler-1566 b,0.79,0.418,0.01198,0.0,0.5432221889406211,0.84,1,1,4.66,5254.0,0.81,27942.39843508327,0.523656939674654
Kepler-1567 b,2.73,7.9,0.552,0.0,0.8356657801380584,0.95,1,1,2.13,5655.0,0.93,4747.489980574317,0.3572790923456091
Kepler-1568 b,1.3,2.24,0.15157,0.0,0.258,1.09,1,1,5.6,5956.0,1.19,10793.966270871482,0.5436312881315037
Kepler-1569 b,1.68,3.46,0.06669,0.0,0.335,1.25,1,1,4.01,6319.0,1.4,18725.849415280452,0.44317164431305966
Kepler-157 b,1.32,2.3,0.028,0.0,0.091,0.95,1,3,5.5,5774.0,1.04,22760.088461419866,0.5546464257140646
Kepler-157 c,2.24,5.65,0.11,0.0,0.091,0.95,1,3,2.76,5774.0,1.04,11483.033155528525,0.3950033035741558
Kepler-157 d,1.46,2.73,0.0706,0.0,0.091,1.02,1,3,4.82,5866.0,1.03,14491.649872002892,0.527340257123222
Kepler-1570 b,1.07,1.24,0.16699,0.0,0.414,0.92,1,1,5.56,5550.0,0.89,8287.09402315896,0.5881390573851392
Kepler-1571 b,1.52,2.92,0.04287,0.0,0.194,1.23,1,1,4.57,6297.0,1.39,23191.23431438132,0.4810080040593335
Kepler-1572 b,0.94,0.779,0.05838,0.0,0.373,0.97,1,1,5.15,5618.0,0.95,14657.874681936073,0.582477785743745
Kepler-1573 b,1.2,1.87,0.0364,0.0,0.169,1.01,1,1,5.95,5808.0,1.0,19689.533564714566,0.5616533144992893
Kepler-1574 b,1.29,2.21,0.0743,0.0,0.156,1.06,1,1,5.66,5892.0,1.08,14529.133731979467,0.5479974935665614
Kepler-1575 b,1.31,2.27,0.0366,0.0,0.8356657801380584,0.95,1,1,5.55,5667.0,0.92,18376.639502430877,0.5533002683995869
Kepler-1576 b,1.04,1.12,0.07211,0.0,1.1862126380443982,1.05,1,1,5.47,5876.0,1.06,14571.23908444455,0.5779078239033929
Kepler-1577 b,1.13,1.51,0.0657,0.0,0.4191129782637613,0.78,1,1,5.75,4862.0,0.74,10553.770400223524,0.5856686319719626
Kepler-1578 b,1.04,1.12,0.0252,0.0,0.6915901242788246,0.9,1,1,5.47,5545.0,0.86,20951.25380146704,0.5831304620305451
Kepler-1579 b,0.84,0.52,0.014,0.0,0.36535446722156006,0.75,1,1,4.82,4584.0,0.7,20964.722744721676,0.5465196046773528
Kepler-158 b,2.12,5.14,0.111,0.0,0.23356285451792205,0.66,1,3,2.96,4623.0,0.62,7066.717999790949,0.4083607701998735
Kepler-158 c,1.9,4.27,0.158,0.0,0.23356285451792205,0.66,1,3,3.42,4623.0,0.62,5923.122393856348,0.44017064012194873
Kepler-1580 b,2.11,5.1,0.33571,0.0,0.926,1.47,1,1,2.98,6228.0,2.15,10194.013561373886,0.3466361005781414
Kepler-1581 b,0.8,0.437,0.06865,0.0,0.391,1.12,1,1,4.69,6022.0,1.23,16486.65493551669,0.5412500641085419
Kepler-1582 b,1.49,2.83,0.0316,0.0,0.011615906556097982,0.28,1,1,4.7,3208.0,0.3,6393.092053384645,0.47819770189218996
Kepler-1583 b,0.6,0.156,0.08307,0.0,0.8052810653384567,0.94,1,1,3.97,5645.0,0.91,12084.315331774207,0.48451847838625434
Kepler-1584 b,1.61,3.22,0.1168,0.0,0.252,1.1,1,1,4.24,6069.0,1.13,12209.403594193085,0.4782228485047823
Kepler-1585 b,1.79,3.86,0.0445,0.0,0.8052810653384567,0.94,1,1,3.7,5538.0,0.91,16197.692659256129,0.4532096047386334
Kepler-1586 b,1.52,2.92,0.12208,0.0,0.183,1.45,1,1,4.57,6681.0,1.75,16360.54429308081,0.4595050765238589
Kepler-1587 b,1.33,2.33,0.08747,0.0,0.326,1.08,1,1,5.44,5933.0,1.22,14331.25463666949,0.5402228962920704
Kepler-1588 b,0.76,0.363,0.07419,0.0,0.32,0.96,1,1,4.54,5817.0,0.99,13743.694335267664,0.545749304353634
Kepler-1589 b,1.09,1.32,0.0205,0.0,0.329,1.18,1,1,5.6,6166.0,1.25,31141.613369987524,0.5433949219825375
Kepler-159 b,2.38,6.26,0.082,0.0,0.1984686534233303,0.63,1,2,2.55,4625.0,0.66,8486.649982886718,0.3815826339757816
Kepler-159 c,3.41,11.5,0.218,0.0,0.1984686534233303,0.63,1,2,1.59,4625.0,0.66,5204.9309235942665,0.33874822607027777
Kepler-1590 b,1.14,1.55,0.07116,0.0,0.063,1.11,1,1,5.75,6053.0,1.16,15806.70000813271,0.562780578569642
Kepler-1591 b,1.27,2.15,0.0794,0.0,0.434,1.1,1,1,5.77,6082.0,1.16,15035.735296741355,0.545800807677762
Kepler-1592 b,1.54,2.99,0.04,0.0,0.507,1.18,1,1,4.5,6213.0,1.28,22731.906180271515,0.4822804668037872
Kepler-1593 b,3.17,10.2,0.55494,0.0,0.47829690000000014,0.81,1,1,1.76,4995.0,0.77,3805.54929919159,0.34933183763286935
Kepler-1594 b,1.06,1.2,0.0396,0.0,0.0,1.06,1,1,5.54,5946.0,1.08,20083.930129245353,0.573909355593043
Kepler-1595 b,1.23,2.04,0.051,0.0,0.5432221889406211,0.84,1,1,6.02,5203.0,0.8,13328.253475524814,0.5687530584284561
Kepler-1596 b,1.9,4.27,0.3237,0.0,0.431,0.95,1,1,3.42,5706.0,0.92,6221.768437687682,0.43355628048369355
Kepler-1597 b,1.06,1.2,0.04136,0.0,0.434,1.25,1,1,5.54,6377.0,1.39,23910.742597803786,0.5506985523766341
Kepler-1598 b,0.95,0.809,0.05207,0.0,1.2671943325624648,1.07,1,1,5.18,5940.0,1.09,17577.836367012595,0.5730062009272201
Kepler-1599 b,1.62,3.26,0.4823,0.0,0.241,0.99,1,1,4.21,5767.0,0.99,5344.024369556644,0.5863077272819776
Kepler-16 b,8.449,105.833,0.7048,0.0069,0.2728800698583353,0.69,2,1,0.964,4450.0,0.65,2764.033190703563,0.5236825824785929
Kepler-160 b,1.715,3.59,0.05511,0.0,0.004,1.0,1,3,3.91,5471.0,1.12,15952.179681062586,0.47539884402477217
Kepler-160 c,3.76,13.6,0.1192,0.0,0.004,1.0,1,3,1.41,5471.0,1.12,10846.68706409412,0.3304628789001981
Kepler-1600 b,3.13,9.96,0.98141,0.0,0.5898540685771015,0.86,1,2,1.78,5214.0,0.82,3082.564877304743,0.5991073694716971
Kepler-1600 c,1.942,4.43,0.06961,0.0,0.499284959284455,0.82,1,2,3.32,5119.0,0.83,11432.67534692189,0.43770905741393396
Kepler-1601 b,0.82,0.477,0.03281,0.0,0.085,1.04,1,1,4.75,5869.0,1.07,21677.659748238926,0.5518784955414545
Kepler-1602 b,1.34,2.36,0.09744,0.0,0.201,1.22,1,1,5.39,6296.0,1.36,15213.3566996459,0.5215012318016665
Kepler-1603 b,1.29,2.21,0.0351,0.0,0.706,1.21,1,1,5.66,6241.0,1.31,24660.153997563026,0.5262534688283613
Kepler-1604 b,1.41,2.57,0.01406,0.0,0.47829690000000014,0.81,1,1,5.04,4976.0,0.76,23662.140003491608,0.5155447137749056
Kepler-1605 b,1.08,1.28,0.36567,0.0,0.429,0.86,1,1,5.58,5280.0,0.82,5113.940785570743,0.5905151187980799
Kepler-1606 b,2.07,4.94,0.6421,0.0,0.6915901242788246,0.9,1,1,3.06,5422.0,0.86,4058.512763257835,0.4133241793408279
Kepler-1607 b,0.92,0.721,0.11978,0.0,0.709,1.14,1,1,5.09,6116.0,1.21,12572.670089667812,0.5628093247882233
Kepler-1608 b,1.73,3.64,0.1126,0.0,0.36535446722156006,0.75,1,1,3.86,4992.0,0.72,8164.52910971528,0.47133755078945855
Kepler-1609 b,2.22,5.56,0.4679,0.0,0.484,1.18,1,1,2.79,6132.0,1.27,6534.118347207617,0.36702723388594055
Kepler-161 b,2.12,12.1,0.054,0.0,0.5661952739834993,0.85,1,2,6.98,5078.0,0.81,12720.314183516626,0.41034854950940103
Kepler-161 c,2.05,11.8,0.068,0.0,0.5661952739834993,0.85,1,2,7.53,5078.0,0.81,11335.489051230295,0.40024513670303075
Kepler-1610 b,1.61,3.22,0.0777,0.0,0.7188609179509692,0.91,1,2,4.24,5383.0,0.87,11650.190018175272,0.5016107394319321
Kepler-1610 c,2.09,5.02,0.2323,0.0,0.5209227484918181,0.83,1,2,3.02,5295.0,0.8,6355.443544229274,0.41697486420113605
Kepler-1611 b,0.81,0.457,0.0586,0.0,0.8052810653384567,0.94,1,1,4.73,5605.0,0.93,14442.015120964532,0.5619307307249575
Kepler-1612 b,1.03,1.08,0.0482,0.0,0.866860702828407,0.96,1,1,5.43,5643.0,0.94,16117.956157871035,0.585830610390402
Kepler-1613 b,2.08,4.98,0.02755,0.0,0.638,1.08,1,1,3.04,6005.0,1.12,24763.996482408114,0.387062965338615
Kepler-1614 b,1.49,2.83,0.0471,0.0,0.43822264873188616,0.79,1,1,4.7,5121.0,0.76,13304.869849997074,0.5258723973946919
Kepler-1615 b,2.06,4.9,0.2788,0.0,0.389,1.04,1,1,3.08,5865.0,1.05,7361.660641829623,0.40117293050083286
Kepler-1616 b,1.02,1.04,0.07318,0.0,0.638,1.21,1,1,5.39,6266.0,1.34,17342.27622535602,0.5589703698611521
Kepler-1617 b,1.2,1.87,0.17707,0.0,0.341,1.15,1,1,5.95,6167.0,1.22,10469.860188917835,0.5487264080858324
Kepler-1618 b,1.26,2.13,0.07109,0.0,0.69,1.41,1,1,5.85,6620.0,1.65,20627.909463332522,0.51016499539209
Kepler-1619 b,0.76,0.363,0.15413,0.0,0.326,1.0,1,1,4.54,5852.0,1.0,9640.959099327529,0.5426133057291961
Kepler-162 b,1.26,2.13,0.069,0.0,0.155,1.05,1,2,5.85,5816.0,0.96,14031.205366052222,0.5580831335981123
Kepler-162 c,3.03,9.43,0.137,0.0,0.155,1.05,1,2,1.86,5816.0,0.96,9957.7047005204,0.3418315569186996
Kepler-1620 b,1.61,3.22,0.4322,0.0,0.293,1.15,1,1,4.24,6157.0,1.23,6717.982067136854,0.47494943017907026
Kepler-1621 b,2.16,5.31,0.4204,0.0,0.478,1.15,1,1,2.9,6158.0,1.24,6840.355698833483,0.3767876530036099
Kepler-1622 b,1.47,2.76,0.10136,0.0,0.373,1.31,1,1,4.77,6436.0,1.5,16013.559440962708,0.48481912712023123
Kepler-1623 b,1.31,2.27,0.0518,0.0,1.0,1.0,1,1,5.55,5772.0,1.0,16402.911991169334,0.5508143551155776
Kepler-1624 b,5.7,27.6,0.0327,0.0,0.08838834764831845,0.5,1,1,0.819,3636.0,0.47,8915.761437132358,0.2897470513970849
Kepler-1625 b,6.06,30.6,0.87762,0.0,0.437,0.96,1,1,0.756,5677.0,0.94,3800.047955390942,0.5541072600555038
Kepler-1626 b,2.02,4.74,0.0537,0.0,0.611,1.51,1,1,3.16,6826.0,1.85,25913.407076116597,0.35404721268852957
Kepler-1627 b,3.69,13.2,0.0643,0.0,0.6142107088596144,0.87,1,1,1.44,5445.0,0.84,12728.919877929064,0.3321195126438127
Kepler-1628 b,6.43,33.8,0.2952,0.0,0.12338700232905413,0.55,1,1,0.699,3724.0,0.52,3196.779486528353,0.2980386475383302
Kepler-1629 b,0.77,0.381,0.0485,0.0,1.0354396902316474,1.01,1,1,4.59,5776.0,1.01,17048.120810662167,0.5439152877185778
Kepler-163 b,1.05,1.16,0.078,0.0,0.6392774017356785,0.88,1,2,5.51,5776.0,0.92,12830.19653625747,0.5970233432172896
Kepler-163 c,2.26,5.73,0.152,0.0,0.6392774017356785,0.88,1,2,2.73,5776.0,0.92,9190.91641327453,0.39737234952263023
Kepler-1630 b,2.19,5.43,1.1218,0.0,0.23356285451792205,0.66,1,1,2.84,4736.0,0.63,2295.534175120284,0.3947782321456355
Kepler-1631 b,1.35,2.39,0.0511,0.0,0.007,0.97,1,1,5.34,5679.0,0.95,15837.357980640485,0.5476029891025613
Kepler-1632 b,2.47,6.66,0.6762,0.0,0.406,1.12,1,1,2.43,6137.0,1.19,5265.644472662201,0.49849074720928244
Kepler-1633 b,1.58,3.12,0.3875,0.0,0.646,1.2,1,1,4.35,6256.0,1.32,7468.052535267519,0.4731425396002143
Kepler-1634 b,3.19,10.3,1.0525,0.0,0.746891291445067,0.92,1,1,1.74,5474.0,0.89,3255.72906257668,0.571723717969039
Kepler-1635 b,3.64,12.9,1.12664,0.0,0.6650664244684812,0.89,1,1,1.47,5347.0,0.85,3003.907643732141,0.5752176513737555
Kepler-1636 b,3.23,10.5,1.12191,0.0,0.237,1.01,1,1,1.71,5797.0,1.02,3575.064560096993,0.3338325745681869
Kepler-1637 b,0.89,0.64,0.0596,0.0,0.023,1.02,1,1,4.99,5789.0,1.02,15489.59340068905,0.571755010836306
Kepler-1638 b,1.87,4.16,0.745,0.0,0.8988786596538656,0.97,1,1,3.5,5710.0,0.95,4170.4151220605345,0.4397910845409431
Kepler-1639 b,2.58,7.18,0.0932,0.0,0.145,1.12,1,1,2.3,6150.0,1.18,14153.62469445828,0.347034003610432
Kepler-164 b,1.41,2.57,0.058,0.0,0.113,1.04,1,4,5.04,5888.0,1.15,16957.516054169024,0.5355659278007313
Kepler-164 c,2.73,7.9,0.097,0.0,0.113,1.04,1,4,2.13,5888.0,1.15,13112.646898409299,0.3545423823796481
Kepler-164 d,2.45,6.57,0.187,0.0,0.113,1.04,1,4,2.45,5888.0,1.15,9443.988083473947,0.3702774467422516
Kepler-164 e,4.24,16.7,0.4025,0.0,0.113,0.97,1,4,1.2,5888.0,1.1,6295.651998285599,0.544803047711095
Kepler-1640 b,4.82,20.7,0.0836,0.0,0.47,1.27,1,1,1.02,6324.0,1.43,16916.72359828893,0.2767882760449041
Kepler-1641 b,3.11,9.85,0.1473,0.0,0.131,1.12,1,2,1.8,6152.0,1.19,11309.618261473146,0.33122689481978074
Kepler-1641 c,2.95,9.01,0.2065,0.0,0.131,1.12,1,2,1.93,6152.0,1.19,9551.889542654479,0.33691200342927297
Kepler-1642 b,3.2,10.3,0.1016,0.0,0.6392774017356785,0.88,1,2,1.73,5355.0,0.84,9958.909284201278,0.3498934343369883
Kepler-1642 c,2.66,7.56,0.0678,0.0,0.6392774017356785,0.88,1,2,2.21,5355.0,0.84,12191.124976647254,0.37006603574402097
Kepler-1643 b,2.32,5.99,0.0531,0.0,0.5661952739834993,0.85,1,1,2.64,4916.0,0.86,12795.974073432508,0.386434768440945
Kepler-1644 b,1.88,4.19,0.142,0.0,0.6650664244684812,0.89,1,1,3.47,5499.0,0.86,8752.825802449757,0.4406667572902884
Kepler-1645 b,1.78,3.82,0.1285,0.0,0.336,1.02,1,1,3.72,5812.0,1.02,10590.918836747735,0.4496895646414625
Kepler-1646 b,1.23,2.04,0.0295,0.0,0.00677234924084693,0.24,1,1,6.02,3299.0,0.26,6334.57516408172,0.5168850578330588
Kepler-1647 b,11.874,483.0,2.7205,0.0581,0.644,1.22,2,1,1.59,6210.0,1.79,3258.0163746034796,0.2294616349206866
Kepler-1649 b,1.017,1.03,0.0514,0.0,0.003577708763999664,0.2,1,2,5.38,3240.0,0.23,4432.889247345678,0.5480542079824392
Kepler-1649 c,1.06,1.2,0.0649,0.0,0.003577708763999664,0.2,1,2,5.54,3240.0,0.23,3944.9916833503903,0.7017772040998976
