pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp,habitability_score
Kepler-1359 b,2.83,8.4,0.26657,0.0,0.4191129782637613,0.78,1,1,2.04,4709.0,0.72,5005.515549529844,0.35841110987006786
Kepler-136 b,2.05,19.8,0.106,0.0,0.467,1.2,2,2,12.6,6165.0,1.35,14230.053887832684,0.26540576290418827
Kepler-136 c,1.99,4.62,0.133,0.0,0.467,1.2,2,2,3.22,6165.0,1.35,12703.80026232336,0.37241533686455486
Kepler-1360 b,3.4,11.5,0.2866,0.0,0.923,1.51,1,1,1.61,6778.0,1.83,11077.672677963015,0.27525444336919985
Kepler-1361 b,0.86,0.566,0.04304,0.0,0.5209227484918181,0.83,1,1,4.89,5131.0,0.79,14218.014118362285,0.5772872794736443
Kepler-1362 b,2.6,7.27,0.4626,0.0,0.457946721791957,0.8,1,1,2.27,4857.0,0.74,3973.2021452914846,0.3700571383240977
Kepler-1363 b,1.25,2.1,0.0363,0.0,0.3826904045279422,0.76,1,1,5.91,4839.0,0.72,13938.886121182855,0.5657871743347582
Kepler-1364 b,2.15,5.27,0.1284,0.0,0.792,1.49,1,1,2.91,6805.0,1.79,16433.559642395627,0.34036413874290694
Kepler-1365 b,0.92,0.721,0.07839,0.0,0.425,1.0,1,2,5.09,5770.0,1.05,13658.394191847696,0.5841986794603506
Kepler-1365 c,0.8,0.437,0.05701,0.0,0.425,1.0,1,2,4.69,5770.0,1.05,16016.014538314817,0.5601177566298662
Kepler-1366 b,1.43,2.63,0.0273,0.0,0.1876596548597487,0.62,1,1,4.94,4070.0,0.6,12340.939495081244,0.527637951989705
Kepler-1367 b,0.92,0.721,0.0236,0.0,0.1876596548597487,0.62,1,1,5.09,4106.0,0.6,13390.53968439886,0.573833479872041
Kepler-1368 b,1.65,3.36,0.0153,0.0,0.051,1.07,1,1,4.11,5906.0,1.08,32093.650374356574,0.44343154737019325
Kepler-1369 b,2.69,7.7,0.1741,0.0,0.9654353152371162,0.99,1,1,2.17,5761.0,0.99,8885.37167670829,0.3554504349673585
Kepler-137 b,1.47,2.76,0.077,0.0,0.5661952739834993,0.85,1,2,4.77,5187.0,0.8,10813.726745047868,0.5364498424762041
Kepler-137 c,1.88,4.19,0.13,0.0,0.5661952739834993,0.85,1,2,3.47,5187.0,0.8,8322.409428753834,0.4481227954906726
Kepler-1370 b,1.84,4.04,0.15763,0.0,0.458,1.19,1,2,3.56,6202.0,1.29,11475.369843209017,0.4240472902570751
Kepler-1370 c,1.27,2.15,0.08084,0.0,0.458,1.19,1,2,5.77,6202.0,1.29,16024.075288303646,0.5407113068641133
Kepler-1371 b,0.73,0.315,0.04214,0.0,0.6142107088596144,0.87,1,2,4.45,5361.0,0.83,15388.528739194035,0.5458386578409105
Kepler-1371 c,0.64,0.196,0.02937,0.0,0.6142107088596144,0.87,1,2,4.11,5361.0,0.83,18432.84589812392,0.5067434143841911
Kepler-1372 b,1.27,2.15,0.024,0.0,0.012,0.98,1,1,5.77,5677.0,0.97,23343.106565608152,0.5492745297901752
Kepler-1373 b,1.16,1.65,0.02598,0.0,0.774,1.22,1,1,5.81,6299.0,1.33,29149.92002898842,0.5375706891169707
Kepler-1374 b,2.29,5.86,0.0918,0.0,0.5661952739834993,0.85,1,1,2.68,5323.0,0.81,10226.738408161433,0.38950473539675273
Kepler-1375 b,1.74,3.68,0.0471,0.0,0.822,1.47,1,1,3.84,6704.0,1.78,26655.88250227892,0.4060193886879497
Kepler-1376 b,1.05,1.16,0.0598,0.0,0.9317325438379406,0.98,1,1,5.51,5659.0,0.97,14741.25576005773,0.5841253988658198
Kepler-1377 b,1.25,2.1,0.0153,0.0,0.5898540685771015,0.86,1,1,5.91,5218.0,0.82,24707.272077121972,0.5422460062858021
Kepler-1378 b,2.2,5.48,0.0885,0.0,0.28697438910118783,0.7,1,1,2.83,4407.0,0.67,7842.749228399607,0.3961522456597085
Kepler-1379 b,1.3,2.24,0.0171,0.0,0.5209227484918181,0.83,1,1,5.6,5188.0,0.79,22807.357497549332,0.5437053421291793
Kepler-138 b,0.64,0.07,0.0753,0.02,0.11571193585728314,0.54,1,4,1.7,3841.0,0.54,6652.780752105579,0.3936225171461406
Kepler-138 c,1.51,2.3,0.0913,0.017,0.11571193585728314,0.54,1,4,3.6,3841.0,0.54,6041.785610160457,0.4893948839738149
Kepler-138 d,1.51,2.1,0.1288,0.01,0.11571193585728314,0.54,1,4,3.6,3841.0,0.54,5086.7778057229425,0.4956656575200984
Kepler-138 e,0.797,0.43,0.1803,0.112,0.11571193585728314,0.54,1,4,4.67,3841.0,0.54,4299.350340900048,0.5109377303845413
Kepler-1380 b,1.43,2.63,0.0917,0.0,0.473,0.96,1,1,4.94,5570.0,0.94,11534.37232909035,0.5333803053182039
Kepler-1381 b,2.25,5.69,0.1728,0.0,0.866860702828407,0.96,1,1,2.74,5747.0,0.94,8669.474370441896,0.38728026313219027
Kepler-1382 b,1.88,4.19,0.14023,0.0,0.572,1.36,1,1,3.47,6161.0,1.72,13955.791659098175,0.3908972221583359
Kepler-1383 b,1.41,2.57,0.11397,0.0,0.568,1.26,1,1,5.04,6370.0,1.44,14644.849616992145,0.5037081914406459
Kepler-1384 b,1.94,4.42,0.1126,0.0,0.4191129782637613,0.78,1,1,3.33,4919.0,0.74,8156.10859038099,0.43247818783991643
Kepler-1385 b,0.85,0.543,0.04262,0.0,0.45,1.15,1,1,4.86,5732.0,1.29,20396.414366305755,0.548093999792147
Kepler-1386 b,1.24,2.07,0.068,0.0,0.009,1.02,1,1,5.97,5733.0,1.03,14431.305150061084,0.5581815740291427
Kepler-1387 b,0.93,0.749,0.031,0.0,0.499284959284455,0.82,1,1,5.12,5046.0,0.77,16265.6444192193,0.5855776407220858
Kepler-1388 b,2.59,7.22,0.0882,0.0,0.1984686534233303,0.63,1,4,2.28,4098.0,0.61,6970.470461999709,0.36818335657981993
Kepler-1388 c,2.26,5.73,0.0519,0.0,0.1984686534233303,0.63,1,4,2.73,4098.0,0.61,9086.836311314997,0.39109297253131503
Kepler-1388 d,2.86,8.55,0.126,0.0,0.1984686534233303,0.63,1,4,2.01,4098.0,0.61,5831.914001691666,0.3558516659047205
Kepler-1388 e,2.46,6.62,0.1861,0.0,0.1984686534233303,0.63,1,4,2.44,4098.0,0.61,4798.695548790744,0.37611801037344883
Kepler-1389 b,1.77,3.78,0.38249,0.0,0.47829690000000014,0.81,1,1,3.75,5078.0,0.74,4568.33586630724,0.463999687449157
Kepler-139 b,2.94,5.2879,0.127,0.0,0.016,1.08,1,4,2.169438,5594.0,1.3,11575.820662309623,0.47699580816082987
Kepler-139 c,3.38,23.2558,0.586,0.0,0.016,1.08,1,4,8.702677,5594.0,1.3,5388.958539888312,0.3273746403180655
Kepler-139 d,1.695,4.65808,0.075553,0.0,0.016,1.08,1,4,5.270467,5622.0,1.05,13555.612516555968,0.47630180090283347
Kepler-139 e,13.6,426.11582,3.235796,0.013121,0.007,1.08,1,4,0.931,5622.0,1.05,2071.354518609533,0.2875554618544337
Kepler-1390 b,1.18,1.76,0.0662,0.0,0.9317325438379406,0.98,1,1,5.89,5753.0,0.98,14316.535329249667,0.5703510980417693
Kepler-1391 b,1.68,3.46,0.30045,0.0,0.439,1.03,1,1,4.01,5840.0,1.1,7227.4084257728,0.4701696225319641
Kepler-1392 b,1.96,4.5,0.1189,0.0,0.6392774017356785,0.88,1,1,3.28,5479.0,0.85,9475.002825605981,0.4275467933698078
Kepler-1393 b,0.8,0.437,0.0337,0.0,0.151,0.95,1,1,4.69,5697.0,0.92,19252.391958059372,0.5555956530886479
Kepler-1394 b,1.39,2.51,0.05474,0.0,0.811,1.64,1,1,5.14,6481.0,2.55,28610.09021859792,0.47447963360983086
Kepler-1395 b,0.8,0.437,0.04974,0.0,0.277,1.17,1,1,4.69,6138.0,1.23,19741.768801465027,0.534201842233012
Kepler-1396 b,2.07,4.94,0.1406,0.0,0.204,1.18,1,1,3.06,6195.0,1.27,12042.316104387699,0.38317172505196057
Kepler-1397 b,1.72,3.61,0.25861,0.0,0.591,1.09,1,1,3.9,6026.0,1.12,8111.011061989215,0.4548735512306514
Kepler-1398 b,0.9,0.666,0.03909,0.0,0.312,1.13,1,2,5.02,6126.0,1.18,21769.31046199487,0.5647731841840354
Kepler-1398 c,1.03,1.08,0.05087,0.0,0.312,1.13,1,2,5.43,6126.0,1.18,19082.999524712497,0.574019500896209
Kepler-1399 b,1.25,2.1,0.0276,0.0,0.01,0.97,1,1,5.91,5735.0,0.96,21876.307025285405,0.5548144367311914
Kepler-14 b,12.733,2669.66,0.0771,0.035,0.799,1.51,2,1,7.1,6395.0,2.05,21327.983814429703,0.2647462769742263
Kepler-140 b,1.61,3.22,0.045,0.0,0.251,1.04,1,2,4.24,6077.0,1.29,21044.438704899254,0.48943431427918405
Kepler-140 c,1.8,3.89,0.414,0.0,0.251,1.04,1,2,3.67,6077.0,1.29,6938.145977792548,0.45324863665091564
Kepler-1400 b,1.62,3.26,0.0771,0.0,0.5209227484918181,0.83,1,1,4.21,5044.0,0.78,10376.591079252863,0.4962502111281521
Kepler-1401 b,1.68,3.46,0.0975,0.0,0.14,1.07,1,1,4.01,5964.0,1.1,12956.603889606857,0.46562887890842647
Kepler-1402 b,0.76,0.363,0.0322,0.0,0.448,0.9,1,1,4.54,5416.0,0.87,18208.31920634526,0.5462096905799029
Kepler-1403 b,2.14,5.22,0.064,0.0,0.372,1.11,1,1,2.93,6060.0,1.15,16614.64512415148,0.3828113596745499
Kepler-1404 b,2.01,4.7,0.1143,0.0,0.5432221889406211,0.84,1,1,3.18,5261.0,0.8,9002.221452345642,0.42145551404541
Kepler-1405 b,3.96,14.9,0.1778,0.0,0.022,1.05,1,1,1.32,5925.0,1.07,9400.996205270185,0.5358234445336335
Kepler-1406 b,1.1,1.37,0.0987,0.0,0.135,1.05,1,1,5.66,5892.0,1.12,12837.270287906027,0.5742835394055484
Kepler-1407 b,2.25,5.69,0.1502,0.0,0.271,1.1,1,1,2.74,6010.0,1.15,10755.929278343672,0.3730724462351536
Kepler-1408 b,0.89,0.64,0.04218,0.0,0.579,1.21,1,1,4.99,6170.0,1.35,22576.586187424666,0.5477242140205728
Kepler-1409 b,1.04,1.12,0.01553,0.0,0.5209227484918181,0.83,1,1,5.47,5160.0,0.79,23803.292403207,0.5692121911726788
Kepler-141 b,0.69,0.257,0.039,0.0,0.6392774017356785,0.88,1,2,4.3,4910.0,0.79,14292.962241953142,0.5297873357197258
Kepler-141 c,1.41,2.57,0.067,0.0,0.6392774017356785,0.88,1,2,5.04,4910.0,0.79,10904.786034256967,0.5482009918953031
Kepler-1410 b,1.78,3.82,0.2543,0.0,0.1984686534233303,0.63,1,1,3.72,4092.0,0.6,4065.3466382189285,0.4545812736210148
Kepler-1411 b,2.82,8.35,0.4001,0.0,0.041,0.95,1,1,2.05,5664.0,0.92,5555.106568837242,0.3538811105345299
Kepler-1412 b,0.83,0.498,0.04608,0.0,0.383,1.06,1,1,4.79,5880.0,1.27,19965.60448273152,0.5548003787207805
Kepler-1413 b,1.82,3.97,0.1066,0.0,0.5432221889406211,0.84,1,1,3.62,5196.0,0.8,9206.510349830223,0.4533733342274539
Kepler-1414 b,1.23,2.04,0.0426,0.0,0.457946721791957,0.8,1,1,6.02,4951.0,0.75,13436.256025313121,0.5686034382495648
Kepler-1415 b,1.29,2.21,0.01416,0.0,0.6650664244684812,0.89,1,1,5.66,5267.0,0.84,26238.007198754454,0.5323058840405708
Kepler-1416 b,0.88,0.615,0.0257,0.0,0.284,1.09,1,1,4.96,6019.0,1.15,26041.51306400985,0.5546148475158167
Kepler-1417 b,1.0,0.972,0.14062,0.0,0.395,1.02,1,1,5.34,5839.0,1.02,10171.254625495643,0.5817206334188704
Kepler-1418 b,1.66,3.39,0.131,0.0,0.4006060816669288,0.77,1,1,4.07,4770.0,0.72,7232.833897313035,0.48719968986192025
Kepler-1419 b,2.86,8.55,0.2391,0.0,0.042,1.01,1,1,2.01,5796.0,1.01,7704.754192132097,0.5526467909528522
Kepler-142 b,1.99,4.62,0.032,0.0,0.107,0.98,1,3,3.22,5790.0,1.27,23592.01019490112,0.4184504125428953
Kepler-142 c,2.86,8.55,0.057,0.0,0.107,0.98,1,3,2.01,5790.0,1.27,17676.75361218805,0.35428120887973125
Kepler-142 d,2.16,5.31,0.242,0.0,0.107,0.98,1,3,2.9,5790.0,1.27,8578.91279814586,0.4026119752772115
Kepler-1420 b,1.28,2.18,0.0671,0.0,0.499284959284455,0.82,1,1,5.71,5187.0,0.79,11511.397365581595,0.5652438881639007
Kepler-1421 b,0.93,0.749,0.07576,0.0,0.599,1.25,1,1,5.12,6335.0,1.42,17739.04847827663,0.5498777006380592
Kepler-1422 b,2.02,4.74,0.1499,0.0,0.447,1.15,1,1,3.16,6194.0,1.23,11475.786305054738,0.3936849728060732
Kepler-1423 b,1.06,1.2,0.1586,0.0,0.43822264873188616,0.79,1,1,5.54,4939.0,0.75,6946.684559507885,0.592439040143626
Kepler-1424 b,1.16,1.65,0.19068,0.0,0.271,1.02,1,1,5.81,5838.0,1.07,8944.641113818798,0.5704458639103157
Kepler-1425 b,0.94,0.779,0.11435,0.0,0.398,0.97,1,1,5.15,5718.0,0.95,10659.758883767598,0.5830935984599414
Kepler-1426 b,1.56,3.05,0.1187,0.0,0.035,1.02,1,1,4.41,5831.0,1.02,11055.471771106268,0.499131075203388
Kepler-1427 b,1.1,1.37,0.0197,0.0,0.016,1.01,1,1,5.66,5793.0,1.01,26828.143118587148,0.5624773065718873
Kepler-1428 b,1.64,3.33,0.11051,0.0,0.944,1.28,1,1,4.15,6184.0,1.36,14031.291843251322,0.4492612722059184
Kepler-1429 b,1.29,2.21,0.055,0.0,0.138,1.05,1,1,5.66,5902.0,1.07,16837.176380152916,0.5485521213301005
Kepler-143 b,2.41,6.39,0.127,0.0,0.294,0.98,1,2,2.51,5848.0,1.36,12377.543742968488,0.3787139206567254
Kepler-143 c,3.37,11.3,0.181,0.0,0.294,0.98,1,2,1.62,5848.0,1.36,10368.049043918638,0.33881830477721897
Kepler-1430 b,1.18,1.76,0.0304,0.0,0.4006060816669288,0.77,1,1,5.89,4796.0,0.72,15096.21745391085,0.5749294665929763
Kepler-1431 b,1.47,2.76,0.0648,0.0,0.243,1.03,1,1,4.77,5806.0,1.03,14971.580613628403,0.5179009325056249
Kepler-1432 b,2.22,5.56,0.1696,0.0,0.449,1.09,1,1,2.79,6031.0,1.13,10068.740277975505,0.3771880047215079
Kepler-1433 b,1.56,3.05,0.0516,0.0,0.247,1.14,1,1,4.41,6097.0,1.19,18937.57374656489,0.48381537825365
Kepler-1434 b,1.11,1.41,0.0917,0.0,0.862,1.47,1,1,5.67,6291.0,2.04,19191.530618815646,0.5262455500037286
Kepler-1435 b,0.86,0.566,0.05456,0.0,0.468,1.21,1,1,4.89,6356.0,1.32,20220.560300729576,0.543631672501112
Kepler-1436 b,1.31,2.27,0.0907,0.0,0.801,1.06,1,1,5.55,5972.0,1.09,13390.257127428602,0.5454974104267386
Kepler-1437 b,1.37,2.45,0.0951,0.0,0.316,0.93,1,1,5.24,5557.0,0.9,11056.83694759654,0.5475348014773934
Kepler-1438 b,0.94,0.779,0.0346,0.0,0.123,0.97,1,1,5.15,5530.0,0.96,18840.056921763688,0.5798666342681829
Kepler-1439 b,1.46,2.73,0.0594,0.0,0.06601648712374812,0.46,1,1,4.82,3578.0,0.43,6226.455000016195,0.507779940092937
Kepler-144 b,1.33,2.33,0.066,0.0,0.282,1.15,1,2,5.44,6075.0,1.24,17031.17726623963,0.5374540170307551
Kepler-144 c,1.35,2.39,0.094,0.0,0.282,1.15,1,2,5.34,6075.0,1.24,14270.944271971424,0.5345723925331195
Kepler-1440 b,1.26,2.13,0.23431,0.0,0.377,0.98,1,1,5.85,5698.0,0.96,7459.713730698231,0.5594124991419297
Kepler-1441 b,1.31,2.27,0.2346,0.0,0.325,1.0,1,1,5.55,5802.0,1.0,7747.707791791477,0.5518774831176864
Kepler-1442 b,3.93,14.7,0.40814,0.0,0.651,1.34,1,1,1.33,6394.0,1.44,7767.9927234732995,0.2800086631725471
Kepler-1443 b,0.97,0.871,0.03783,0.0,0.561,1.19,1,1,5.24,6289.0,1.27,23568.112183482368,0.5577048742099291
Kepler-1444 b,2.18,5.39,0.20906,0.0,0.021,1.03,1,1,2.86,5810.0,1.05,8421.604094310815,0.6091018667450184
Kepler-1445 b,0.96,0.84,0.09587,0.0,0.34,1.13,1,1,5.22,6150.0,1.26,14420.440827944542,0.567588402897423
Kepler-1446 b,0.82,0.477,0.01405,0.0,0.47829690000000014,0.81,1,1,4.75,4865.0,0.75,22989.780583878353,0.5411828149594615
Kepler-1447 b,2.9,8.75,0.2836,0.0,0.8988786596538656,0.97,1,1,1.97,5722.0,0.95,6773.545540377655,0.34826645484155916
Kepler-1448 b,1.61,3.22,0.1058,0.0,0.8356657801380584,0.95,1,1,4.24,5774.0,0.93,11072.225754428364,0.4931590642865277
Kepler-1449 b,1.68,3.46,0.1176,0.0,0.509,1.08,1,1,4.01,5979.0,1.1,11827.167495468715,0.4645587182971776
Kepler-145 b,2.65,37.1,0.17308,0.43,0.692,1.32,1,2,11.0,6022.0,1.85,12733.936630143926,0.17403760868649312
Kepler-145 c,4.32,79.4,0.26244,0.11,0.692,1.32,1,2,5.41,6022.0,1.85,10341.204178751592,0.31117119952797534
Kepler-1450 b,1.71,3.57,0.2401,0.0,0.30158116914673233,0.71,1,1,3.92,4524.0,0.68,4924.254435259317,0.4743165597151309
Kepler-1451 b,3.35,11.2,0.2101,0.0,1.0,1.0,1,1,1.64,5782.0,0.99,8117.871465083734,0.3316221731828443
Kepler-1452 b,2.7,7.75,0.25764,0.0,0.721,1.41,1,1,2.16,6101.0,2.06,11158.02941848729,0.3072106366687918
Kepler-1453 b,2.67,7.61,0.262,0.0,0.8988786596538656,0.97,1,1,2.2,5665.0,0.94,6940.211530593306,0.358328642599366
Kepler-1454 b,1.88,4.19,0.2447,0.0,0.6915901242788246,0.9,1,1,3.47,5448.0,0.86,6605.852192492263,0.4402158315922661
Kepler-1455 b,2.16,5.31,0.2149,0.0,0.1876596548597487,0.62,1,1,2.9,4075.0,0.6,4403.971934945772,0.39510935565697397
Kepler-1456 b,1.14,1.55,0.1132,0.0,0.20971520000000002,0.64,1,1,5.75,4231.0,0.62,6404.351630711744,0.5785480764134924
Kepler-1457 b,1.99,4.62,0.26391,0.0,0.215,1.01,1,1,3.22,5866.0,1.01,7422.2287391999,0.41414868473959465
Kepler-1458 b,2.76,8.05,0.24869,0.0,0.866860702828407,0.96,1,1,2.1,5653.0,0.94,7108.422997662312,0.35477358525212127
Kepler-1459 b,1.36,2.42,0.2829,0.0,0.4191129782637613,0.78,1,1,5.29,4828.0,0.74,5050.404458720829,0.5537971047897546
Kepler-146 b,3.71,13.3,0.2,0.0,0.148,1.08,1,2,1.43,5948.0,1.21,9462.549390509312,0.3212645809922091
Kepler-146 c,3.13,9.96,0.364,0.0,0.148,1.08,1,2,1.78,5948.0,1.21,7014.108269586947,0.34325002106415403
Kepler-1460 b,1.96,4.5,0.1614,0.0,0.28697438910118783,0.7,1,1,3.28,4422.0,0.67,5827.253166997829,0.42666991315589137
Kepler-1461 b,2.03,4.78,0.1715,0.0,0.43822264873188616,0.79,1,1,3.14,4919.0,0.74,6608.762310639854,0.41911543735751183
Kepler-1462 b,3.82,14.0,0.3094,0.0,1.0,1.0,1,1,1.38,5756.0,1.0,6692.989485730573,0.321538626862239
Kepler-1463 b,1.86,4.12,0.1694,0.0,0.092,0.96,1,1,3.52,5679.0,0.95,8698.342026379722,0.44006581596436434
Kepler-1464 b,1.66,3.39,0.20066,0.0,0.43,1.02,1,2,4.07,5828.0,1.01,8456.863838636005,0.48155636388479817
Kepler-1464 c,1.0,0.972,0.06101,0.0,0.43,1.02,1,2,5.34,5828.0,1.01,15336.958049304692,0.5871182786704484
Kepler-1465 b,1.77,3.78,0.1939,0.0,0.36535446722156006,0.75,1,1,3.75,4726.0,0.71,5849.159971943081,0.4631512857152559
Kepler-1466 b,1.55,3.02,0.17981,0.0,1.0354396902316474,1.01,1,1,4.46,5884.0,1.02,9064.113635774098,0.5021826039484473
Kepler-1467 b,3.3,10.9,0.2388,0.0,0.5898540685771015,0.86,1,1,1.67,5332.0,0.82,6390.567374323694,0.34197879900412326
Kepler-1468 b,1.73,3.64,0.0817,0.0,0.531,1.04,1,3,3.86,5893.0,1.05,13664.054153104213,0.46382339503315484
Kepler-1468 c,1.15,1.6,0.0466,0.0,0.531,1.04,1,3,5.78,5893.0,1.05,18092.460971678334,0.5743373068757535
Kepler-1468 d,3.332,11.1,0.1456,0.0,0.531,1.07,1,3,1.65,5794.0,1.5,12028.263820475557,0.33074754144047214
Kepler-1469 b,2.8,8.25,0.1466,0.0,0.746891291445067,0.92,1,1,2.07,5507.0,0.89,8776.121089271339,0.3559852360359107
Kepler-147 b,1.53,2.96,0.113,0.0,0.427,1.15,1,2,4.54,6012.0,1.47,14024.84046299154,0.4968591276135146
Kepler-147 c,2.43,6.48,0.216,0.0,0.427,1.15,1,2,2.48,6012.0,1.47,10144.024183076406,0.3586719364839378
Kepler-1470 b,1.07,1.24,0.116,0.0,0.457946721791957,0.8,1,1,5.56,4961.0,0.76,8213.0892214509,0.5918401252494081
Kepler-1471 b,1.41,2.57,0.0453,0.0,0.8356657801380584,0.95,1,2,5.04,5660.0,0.93,16587.018026026373,0.5430589536752122
Kepler-1471 c,1.88,4.19,0.0981,0.0,0.7756937995160011,0.93,1,2,3.47,5533.0,1.17,12358.865604688033,0.44431661680417567
Kepler-1472 b,1.9,4.27,0.2322,0.0,0.42,1.16,1,1,3.42,6159.0,1.25,9242.58844308758,0.4111831119339686
Kepler-1473 b,1.19,1.81,0.11606,0.0,0.194,1.09,1,1,5.9,6046.0,1.09,11983.939859023463,0.5579033834416312
Kepler-1474 b,2.16,5.31,0.2108,0.0,0.029,1.04,1,1,2.9,5870.0,1.04,8432.939406725734,0.6258216139156079
Kepler-1475 b,2.92,8.85,0.373,0.0,0.254,1.18,1,1,1.95,6214.0,1.28,7445.285053699272,0.32585893008231565
Kepler-1476 b,1.67,3.43,0.0932,0.0,0.9317325438379406,0.98,1,1,4.05,5663.0,0.96,11755.300464697995,0.47707725999557243
Kepler-1477 b,1.18,1.76,0.0911,0.0,0.47829690000000014,0.81,1,1,5.89,5100.0,0.78,9652.010843175834,0.5788507454172767
Kepler-1478 b,1.73,3.64,0.1681,0.0,0.304,1.04,1,1,3.86,5904.0,1.06,9589.035730672616,0.4580757804308998
Kepler-1479 b,1.83,4.01,0.11341,0.0,0.145,0.99,1,1,3.6,5796.0,0.98,11019.839052837793,0.44294352941819803
Kepler-148 b,1.8,3.89,0.028,0.0,0.5898540685771015,0.86,1,3,3.67,5272.0,0.85,18787.342852820828,0.4574205990540826
Kepler-148 c,3.6,12.6,0.05,0.0,0.5898540685771015,0.86,1,3,1.48,5272.0,0.85,14059.160032622334,0.33976876034534387
Kepler-148 d,8.68,56.3,0.2607,0.0,0.5898540685771015,0.86,1,3,0.473,5172.0,0.81,5896.441881201747,0.3091278236397963
Kepler-1480 b,1.67,3.43,0.1525,0.0,0.5661952739834993,0.85,2,1,4.05,5156.0,0.81,7685.639477250367,0.4594613410525621
Kepler-1481 b,1.23,2.04,0.059,0.0,0.457946721791957,0.8,1,1,6.02,4908.0,0.75,11317.974004575772,0.5695310000735858
Kepler-1482 b,1.01,1.01,0.09968,0.0,0.6392774017356785,0.88,1,1,5.39,5381.0,0.84,10103.180978641547,0.5920151579474647
Kepler-1483 b,1.52,2.92,0.0958,0.0,0.394,1.25,1,1,4.57,6337.0,1.4,15668.393954664522,0.4805785089849646
Kepler-1484 b,2.11,5.1,0.1939,0.0,0.796,0.94,1,1,2.98,5730.0,0.92,8072.706131569656,0.40363719785800906
Kepler-1485 b,1.47,2.76,0.14732,0.0,0.28,1.11,1,1,4.77,6087.0,1.12,10855.278502416222,0.5094113194998637
Kepler-1486 b,2.32,5.99,0.2846,0.0,0.312,1.08,1,1,2.64,5965.0,1.12,7653.525325873627,0.36963725397709507
Kepler-1487 b,2.13,5.18,0.0898,0.0,0.557,1.38,1,2,2.95,6541.0,1.63,18024.336850634067,0.35833653337568216
Kepler-1487 c,7.97,48.7,0.2588,0.0,0.557,1.8,1,2,0.529,5745.0,3.96,14534.998863887968,0.2340600508704168
Kepler-1488 b,1.86,4.12,0.24153,0.0,0.587,1.05,1,2,3.52,5820.0,1.31,8766.628519219299,0.43736903438520147
Kepler-1488 c,1.652,3.37,0.06959,0.0,0.587,1.0,1,2,4.11,5710.0,1.52,17260.127366148237,0.4851246572148562
Kepler-1489 b,1.77,3.78,0.3679,0.0,0.198,0.93,1,2,3.75,5655.0,0.9,5720.690894847679,0.4688702397739464
Kepler-149 b,4.21,16.5,0.184,0.0,1.0354396902316474,1.01,1,3,1.22,5381.0,0.95,7908.159050672608,0.320594806453234
Kepler-149 c,1.61,3.22,0.281,0.0,1.0354396902316474,1.01,1,3,4.24,5381.0,0.95,6399.280498094509,0.4941172673635036
Kepler-149 d,3.96,14.9,0.571,0.0,1.0354396902316474,1.01,1,3,1.32,5381.0,0.95,4489.172075251472,0.3244684995087358
Kepler-1490 b,3.04,9.48,0.3729,0.0,0.6915901242788246,0.9,1,1,1.85,5515.0,0.87,5448.393467817383,0.3479860783176836
Kepler-1491 b,1.51,2.89,0.127,0.0,0.355,1.0,1,2,4.61,5728.0,0.99,10343.755783723647,0.5182826062793742
Kepler-1491 c,2.44,6.53,0.3045,0.0,0.355,0.99,1,2,2.47,5626.0,1.39,7774.509375855713,0.3759122160928744
Kepler-1492 b,1.49,2.83,0.1262,0.0,0.4006060816669288,0.77,1,1,4.7,4712.0,0.72,7279.496888049942,0.5267015132814663
Kepler-1493 b,1.41,2.57,0.1197,0.0,0.249,1.06,1,1,5.04,5863.0,1.29,12448.791303148791,0.5280882921592025
Kepler-1494 b,3.07,9.64,0.3982,0.0,0.079,0.96,1,1,1.83,5659.0,0.94,5623.575174611256,0.5747071272073097
Kepler-1495 b,2.94,8.96,0.3677,0.0,0.052,1.03,1,1,1.94,5831.0,1.04,6342.674265106816,0.46562198837208546
Kepler-1496 b,2.22,5.56,0.3211,0.0,0.304,1.18,1,1,2.79,6182.0,1.27,7951.887378765217,0.36650185971602234
Kepler-1497 b,1.66,3.39,0.0817,0.0,0.866860702828407,0.96,1,1,4.07,5675.0,0.95,12516.305427425294,0.4806874516528041
Kepler-1498 b,1.33,2.33,0.2528,0.0,0.5898540685771015,0.86,1,1,5.44,5256.0,0.81,6085.115744951005,0.5579030775033117
Kepler-1499 b,1.19,1.81,0.23225,0.0,0.499284959284455,0.82,1,1,5.9,5097.0,0.78,6041.483389540061,0.5774523077125181
Kepler-15 b,10.76,209.76,0.05714,0.06,1.0717675436629344,1.02,1,1,0.93,5515.0,0.99,14847.471770414746,0.26775956835806825
Kepler-150 b,1.25,2.1,0.044,0.0,0.866860702828407,0.96,1,5,5.91,5560.0,0.94,16621.564235712252,0.5663206640897989
Kepler-150 c,3.69,13.2,0.073,0.0,0.866860702828407,0.96,1,5,1.44,5560.0,0.94,12904.369811134535,0.3329891826831005
Kepler-150 d,2.79,8.2,0.104,0.0,0.866860702828407,0.96,1,5,2.07,5560.0,0.94,10811.390670636005,0.3593318730334881
Kepler-150 e,3.12,9.91,0.189,0.0,0.866860702828407,0.96,1,5,1.79,5560.0,0.94,8019.869998631006,0.3474430207214021
Kepler-1500 b,1.2,1.87,0.1236,0.0,0.275,1.0,1,1,5.95,5845.0,1.0,10753.127426281,0.5655087093730098
