pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,st_lum,st_mass,sy_snum,sy_pnum,pl_dens,st_teff,st_rad,pl_temp
Kepler-164 b,1.41,2.57,0.058,0.0,0.113,1.04,1,4,5.04,5888.0,1.15,16957.516054169024
Kepler-164 c,2.73,7.9,0.097,0.0,0.113,1.04,1,4,2.13,5888.0,1.15,13112.646898409299
Kepler-164 d,2.45,6.57,0.187,0.0,0.113,1.04,1,4,2.45,5888.0,1.15,9443.988083473947
Kepler-164 e,4.24,16.7,0.4025,0.0,0.113,0.97,1,4,1.2,5888.0,1.1,6295.651998285599
Kepler-1640 b,4.82,20.7,0.0836,0.0,0.47,1.27,1,1,1.02,6324.0,1.43,16916.72359828893
Kepler-1641 b,3.11,9.85,0.1473,0.0,0.131,1.12,1,2,1.8,6152.0,1.19,11309.618261473146
Kepler-1641 c,2.95,9.01,0.2065,0.0,0.131,1.12,1,2,1.93,6152.0,1.19,9551.889542654479
Kepler-1642 b,3.2,10.3,0.1016,0.0,0.6392774017356785,0.88,1,2,1.73,5355.0,0.84,9958.909284201278
Kepler-1642 c,2.66,7.56,0.0678,0.0,0.6392774017356785,0.88,1,2,2.21,5355.0,0.84,12191.124976647254
Kepler-1643 b,2.32,5.99,0.0531,0.0,0.5661952739834993,0.85,1,1,2.64,4916.0,0.86,12795.974073432508
Kepler-1644 b,1.88,4.19,0.142,0.0,0.6650664244684812,0.89,1,1,3.47,5499.0,0.86,8752.825802449757
Kepler-1645 b,1.78,3.82,0.1285,0.0,0.336,1.02,1,1,3.72,5812.0,1.02,10590.918836747735
Kepler-1646 b,1.23,2.04,0.0295,0.0,0.00677234924084693,0.24,1,1,6.02,3299.0,0.26,6334.57516408172
Kepler-1647 b,11.874,483.0,2.7205,0.0581,0.644,1.22,2,1,1.59,6210.0,1.79,3258.0163746034796
Kepler-1649 b,1.017,1.03,0.0514,0.0,0.003577708763999664,0.2,1,2,5.38,3240.0,0.23,4432.889247345678
Kepler-1649 c,1.06,1.2,0.0649,0.0,0.003577708763999664,0.2,1,2,5.54,3240.0,0.23,3944.9916833503903
Kepler-165 b,2.32,5.99,0.072,0.0,0.36535446722156006,0.75,1,2,2.64,5211.0,0.77,11021.98205749055
Kepler-165 c,2.23,5.6,0.11,0.0,0.36535446722156006,0.75,1,2,2.77,5211.0,0.77,8917.222544678943
Kepler-1650 b,0.96,0.84,0.0167,0.01,0.020644234782863716,0.33,1,1,5.22,3410.0,0.33,9804.210463587882
Kepler-1651 b,1.84,4.04,0.0692,0.13,0.10139387074808813,0.52,2,1,3.56,3713.0,0.5,6455.299793498913
Kepler-1652 b,1.6,3.19,0.1654,0.0,0.04047715405015526,0.4,1,1,4.28,3638.0,0.38,3566.5330479153904
Kepler-1653 b,2.17,5.35,0.4706,0.0,0.31671143023717974,0.72,1,1,2.88,4807.0,0.69,3764.715986809734
Kepler-1654 b,9.18,158.915,2.026,0.26,0.09,1.01,1,1,1.2,5597.0,1.18,2762.715105260503
Kepler-1655 b,2.213,5.4,0.1029,0.19,0.143,1.03,1,1,2.72,6148.0,1.03,12580.685217687795
Kepler-1656 b,4.574,47.8,0.1974,0.838,0.021,1.03,1,2,2.13,5569.0,1.1,8502.751731608474
Kepler-1656 c,14.0,126.4,3.053,0.527,1.1089967833248526,1.03,1,2,0.253,5569.0,1.1,2162.0696005521604
Kepler-1658 b,11.994,1868.8404,0.0544,0.0628,1.206,1.45,1,1,6.36,6216.0,2.89,29303.53333594713
Kepler-166 b,2.27,5.77,0.072,0.0,0.47829690000000014,0.81,1,3,2.71,5413.0,0.74,11223.986894204218
Kepler-166 c,2.38,6.26,0.195,0.0,0.47829690000000014,0.81,1,3,2.55,5413.0,0.74,6820.184030035049
Kepler-166 d,1.73,3.64,0.02449,0.0,0.6392774017356785,0.88,1,3,3.86,5350.0,0.83,20144.567509889665
Kepler-1660 AB b,12.9,1586.59941,0.8,0.05541,0.668,1.14,2,1,4.06,6305.24,1.49,5565.565200994553
Kepler-1661 b,3.87,17.0,0.633,0.057,0.5432221889406211,0.84,2,1,1.6,5100.0,0.76,3614.3868157848387
Kepler-1663 b,3.304,10.9,0.1072,0.0,0.1772778281686968,0.61,1,1,1.66,3844.0,0.63,6027.20236424313
Kepler-1664 b,3.033,9.45,0.1137,0.0,0.05,0.94,1,1,1.86,5735.81,1.07,11380.62007903583
Kepler-1665 b,2.839,8.44,0.096,0.0,0.5432221889406211,0.84,1,1,2.03,5049.84,0.78,9309.981437473294
Kepler-1666 b,2.883,8.66,0.1761,0.0,0.268,1.23,1,2,1.99,6293.0,1.15,10401.272778504552
Kepler-1666 c,3.236,10.5,0.2383,0.0,0.268,1.23,1,2,1.7,6293.0,1.15,8941.37157022794
Kepler-1667 b,2.984,9.19,0.35905,0.0,0.123,1.09,1,1,1.9,5941.54,1.09,6695.674313901829
Kepler-1668 b,4.348,17.4,0.124,0.0,0.9317325438379406,0.98,1,1,1.16,5542.0,1.02,10280.524606778885
Kepler-1669 b,2.78,8.15,0.0745,0.0,0.24618512557266742,0.67,1,3,2.08,4303.0,0.71,8591.755235881124
Kepler-1669 c,1.901,4.27,0.0228,0.0,0.1772778281686968,0.61,1,3,3.41,4224.0,0.6,14014.952281114494
Kepler-1669 d,1.22,1.98,0.0468,0.0,0.1772778281686968,0.61,1,3,5.99,4224.0,0.6,9782.1905959922
Kepler-167 b,1.718,3.6,0.04825,0.0,0.4191129782637613,0.78,2,4,3.9,4884.0,0.75,12454.237411696971
Kepler-167 c,1.674,3.44,0.0684,0.0,0.4191129782637613,0.78,2,4,4.03,4884.0,0.75,10460.146046656142
Kepler-167 d,1.238,2.06,0.1404,0.0,0.4191129782637613,0.78,2,4,5.97,4884.0,0.75,7300.998265130574
Kepler-167 e,10.16,321.00669,1.883,0.29,0.4191129782637613,0.78,2,4,1.68,4884.0,0.75,1993.612000131351
Kepler-1670 b,3.356,11.2,0.1528,0.0,0.383,1.05,1,1,1.63,5838.0,1.52,11909.231012252769
Kepler-1671 b,1.326,2.32,0.04946,0.0,0.6142107088596144,0.87,1,1,5.47,5135.55,0.93,14403.263048310102
Kepler-1672 b,2.97,9.11,0.55374,0.0,0.179,1.16,1,1,1.91,6131.95,1.09,5564.400973328852
Kepler-1673 b,2.936,8.93,0.21363,0.0,0.179,1.11,1,1,1.94,6014.95,1.13,8947.457315512289
Kepler-1674 b,3.206,10.4,0.3017,0.0,0.866860702828407,0.96,1,1,1.73,5473.91,0.88,6046.5945152124095
Kepler-1675 b,3.125,9.93,0.32185,0.0,0.129,1.06,1,1,1.79,5853.19,1.13,7093.565759439133
Kepler-1676 b,3.377,11.3,0.1954,0.0,0.084,1.07,1,1,1.61,5878.3,1.06,8855.272124632083
Kepler-1677 b,2.702,7.76,0.1599,0.0,0.265,1.11,1,1,2.16,6013.72,1.25,10875.105786424883
Kepler-1678 b,3.304,10.9,0.5302,0.0,1.1089967833248526,1.03,1,1,1.66,5754.0,0.83,4656.3814905702475
Kepler-1679 b,2.069,4.93,0.0892,0.0,0.866860702828407,0.96,1,1,3.06,5501.0,0.87,11111.644957358956
Kepler-168 b,1.46,2.73,0.056,0.0,0.361,1.11,1,2,4.82,6282.0,1.11,18089.43157102536
Kepler-168 c,2.69,7.7,0.116,0.0,0.361,1.11,1,2,2.17,6282.0,1.11,12568.68780888515
Kepler-1680 b,1.36,2.42,0.07642,0.0,0.5209227484918181,0.83,1,1,5.29,5021.0,0.72,9968.101811065193
Kepler-1681 b,2.553,7.05,0.32,0.0,0.6650664244684812,0.89,1,1,2.33,5756.4,0.76,5737.758746462872
Kepler-1682 b,2.889,8.7,0.1134,0.0,0.9654353152371162,0.99,1,1,1.98,5619.12,0.84,9891.472200338349
Kepler-1683 b,1.875,4.17,0.1182,0.0,0.8356657801380584,0.95,1,1,3.48,5429.0,0.9,9689.288120572959
Kepler-1684 b,2.871,8.6,0.2253,0.0,0.36535446722156006,0.75,1,1,2.0,4706.54,0.67,5249.501591068235
Kepler-1685 b,2.577,7.16,0.1485,0.0,0.866860702828407,0.96,1,1,2.3,5484.0,0.84,8435.93790803066
Kepler-1686 b,1.426,2.62,0.08827,0.0,0.141,1.02,1,1,4.97,5714.96,1.2,13628.77328018774
Kepler-1687 b,1.656,3.38,0.0532,0.0,0.22140975341264896,0.65,1,1,4.09,4132.0,0.73,9899.77761631889
Kepler-1688 b,1.262,2.13,0.0577,0.0,0.47829690000000014,0.81,1,1,5.83,4632.11,0.75,10801.42616874237
Kepler-1689 b,0.947,0.799,0.0784,0.0,1.0717675436629344,1.02,1,1,5.17,5731.43,1.0,13239.283236651367
Kepler-169 b,1.13,1.51,0.04,0.0,0.5209227484918181,0.83,1,5,5.75,4997.0,0.76,14087.880597475014
Kepler-169 c,1.21,1.92,0.062,0.0,0.5209227484918181,0.83,1,5,5.96,4997.0,0.76,11315.657999162417
Kepler-169 d,1.25,2.1,0.075,0.0,0.5209227484918181,0.83,1,5,5.91,4997.0,0.76,10288.333320901898
Kepler-169 e,2.2,5.48,0.105,0.0,0.5209227484918181,0.83,1,5,2.83,4997.0,0.76,8695.228680225408
Kepler-169 f,2.58,7.18,0.359,0.0,0.5209227484918181,0.83,1,5,2.3,4997.0,0.76,4702.495985479404
Kepler-1690 b,2.811,8.3,0.7097,0.0,0.8052810653384567,0.94,1,1,2.05,5404.0,0.86,3847.5712908367923
Kepler-1691 b,1.835,4.02,0.0495,0.0,0.175,1.11,1,1,3.58,6000.0,1.13,18541.60755983938
Kepler-1692 b,1.112,1.42,0.0646,0.0,0.6142107088596144,0.87,1,1,5.68,5146.0,0.87,12214.414711718178
Kepler-1693 b,1.289,2.21,0.1011,0.0,0.8356657801380584,0.95,1,2,5.67,5432.34,0.88,10366.024101345654
Kepler-1693 c,0.977,0.894,0.0588,0.0,0.8052810653384567,0.94,1,2,5.27,5553.0,1.1,15534.413643900756
Kepler-1694 b,1.18,1.76,0.0449,0.0,0.499284959284455,0.82,1,1,5.89,4954.0,0.76,13182.541282989465
Kepler-1695 b,1.119,1.46,0.0529,0.0,0.866860702828407,0.96,1,1,5.72,5473.19,0.99,15314.04074469315
Kepler-1696 b,2.81,8.29,0.3244,0.0,0.139,1.02,1,1,2.05,5712.0,1.2,7105.553458361176
Kepler-1697 b,1.26,2.12,0.2008,0.0,0.36535446722156006,0.75,1,1,5.83,4681.53,0.77,5929.401122892657
Kepler-1698 b,1.073,1.25,0.02065,0.0,0.499284959284455,0.82,1,1,5.56,4975.03,0.74,19262.428868107323
Kepler-1699 b,1.567,3.08,0.0418,0.0,0.47829690000000014,0.81,1,1,4.4,5575.53,0.73,15070.19799841965
Kepler-17 b,14.68,778.65,0.02591,0.011,0.012,1.04,1,1,1.35,5781.0,1.01,23344.762606915807
Kepler-170 b,3.2,82.6,0.08,0.0,1.2671943325624648,1.07,1,2,13.9,5679.0,1.04,13243.508572967932
Kepler-170 c,2.86,8.55,0.131,0.0,1.2671943325624648,1.07,1,2,2.01,5679.0,1.04,10349.333992578411
Kepler-1700 b,2.901,8.76,0.76094,0.0,0.154,1.12,1,1,1.97,6031.0,1.09,4668.602331423361
Kepler-1701 b,2.222,5.57,0.5738,0.0,0.6142107088596144,0.87,1,1,2.79,5146.0,0.84,4027.065237407432
Kepler-1702 b,1.602,3.2,0.1275,0.0,0.5661952739834993,0.85,1,1,4.28,5093.0,0.73,7882.056180234875
Kepler-1704 b,11.949,1322.16617,2.027,0.92,0.452,1.13,1,1,4.07,5746.0,1.7,3403.476217047006
Kepler-1705 b,2.03,4.47,0.08,0.033,0.354,1.14,1,2,2.977353,6312.0,1.26,16201.93111744775
Kepler-1705 c,2.05,5.42,0.11,0.028,0.354,1.14,1,2,3.528714,6312.0,1.26,
Kepler-1708 b,9.96,1462.01067,1.64,0.4,0.182,1.09,1,1,8.153125469106792,6157.0,1.12,3290.908088388124
Kepler-1709 b,3.124,9.93,0.32704,0.0,0.115,1.0,1,1,1.79,5918.0,1.04,6825.755152419272
Kepler-171 b,2.34,6.08,0.05,0.0,0.9317325438379406,0.98,1,3,2.61,5642.0,0.84,14957.094406527196
Kepler-171 c,2.56,7.08,0.098,0.0,0.9317325438379406,0.98,1,3,2.32,5642.0,0.84,10683.638861805142
Kepler-171 d,1.89,4.23,0.223,0.0,0.9317325438379406,0.98,1,3,3.44,5642.0,0.84,7082.389469818074
Kepler-1710 b,3.197,3.49494,0.11583,0.0,0.7756937995160011,0.93,1,1,1.11225,5650.0,0.9,10186.352162808214
Kepler-1711 b,1.923,4.36,0.1463,0.0,0.01,0.94,1,1,3.37,5706.0,1.03,9792.368062302095
Kepler-1712 b,2.284,5.83,0.0903,0.0,0.10139387074808813,0.52,1,1,2.69,3732.0,0.51,5736.438740880898
Kepler-1713 b,1.717,3.59,0.14185,0.0,0.486,1.3,1,1,3.9,6477.0,1.46,13439.873067391414
Kepler-1714 b,3.264,10.7,0.10549,0.0,0.76,1.45,1,1,1.69,6150.0,2.09,17705.252503826443
Kepler-1715 b,4.14,16.0,0.22429,0.0,0.417,1.08,1,1,1.24,6212.0,1.21,9332.085065912945
Kepler-1716 b,2.425,6.46,0.18836,0.0,0.36535446722156006,0.75,1,1,2.49,4894.0,0.68,6014.279300174915
Kepler-1717 b,2.989,9.21,0.2014,0.0,0.593,1.16,1,1,1.89,6200.0,1.64,11443.092078961146
Kepler-1718 b,2.569,7.12,0.48418,0.0,0.5661952739834993,0.85,1,1,2.31,5731.0,0.91,5081.678598869664
Kepler-1719 b,3.95,14.8,0.06868,0.0,0.526,1.08,1,1,1.32,5687.0,1.78,18725.68003478756
Kepler-172 b,2.35,6.12,0.04,0.0,1.3091311121425235,1.08,1,4,2.59,5526.0,1.08,18571.72630795811
Kepler-172 c,2.86,8.55,0.068,0.0,1.3091311121425235,1.08,1,4,2.01,5526.0,1.08,14243.863860659507
Kepler-172 d,2.25,5.69,0.118,0.0,1.3091311121425235,1.08,1,4,2.74,5526.0,1.08,10812.87710121599
Kepler-172 e,2.76,8.05,0.211,0.0,1.3091311121425235,1.08,1,4,2.1,5526.0,1.08,8086.136026578017
Kepler-1720 b,3.216,10.4,0.1043,0.0,0.8052810653384567,0.94,1,1,1.72,5573.0,0.84,10229.303025962026
Kepler-1721 b,3.119,9.9,0.0519,0.0,0.6650664244684812,0.89,1,1,1.79,5351.0,0.8,13588.007493977242
Kepler-1722 b,2.867,8.58,0.0819,0.0,0.6392774017356785,0.88,1,1,2.0,5506.0,0.79,11060.310366342952
Kepler-1723 b,2.88,8.65,0.2249,0.0,0.034,0.96,1,1,1.99,6072.0,1.01,8322.565737994726
Kepler-1724 b,2.837,8.43,0.0683,0.0,0.055,1.02,1,1,2.03,6092.0,0.94,14617.495936982004
Kepler-1725 b,2.813,8.31,0.13263,0.0,0.199,1.05,1,1,2.05,6020.0,1.08,11110.842627801621
Kepler-1726 b,2.509,6.84,0.12794,0.0,0.6392774017356785,0.88,1,1,2.38,5316.0,0.8,8597.779535792779
Kepler-1727 b,3.173,10.2,0.0796,0.0,0.499284959284455,0.82,1,1,1.75,5349.0,0.82,11104.07796394488
Kepler-1728 b,2.955,9.04,0.0535,0.0,0.6650664244684812,0.89,1,1,1.93,5170.0,0.81,13011.149700438844
Kepler-1729 b,3.894,14.4,0.0418,0.0,0.11571193585728314,0.54,1,1,1.34,3837.0,0.52,8753.159501002148
Kepler-173 b,1.29,2.21,0.048,0.0,0.074,1.07,1,2,5.66,6031.0,0.95,17353.617655265523
Kepler-173 c,2.43,6.48,0.074,0.0,0.074,1.07,1,2,2.48,6031.0,0.95,13976.382683040543
Kepler-1730 b,4.485,18.4,0.1131,0.0,0.075,1.01,1,1,1.12,5942.0,1.14,12201.501646079376
Kepler-1731 b,2.933,8.92,0.1399,0.0,0.4191129782637613,0.78,1,1,1.94,4859.0,0.72,7129.577630613685
Kepler-1732 b,4.099,15.7,0.2015,0.0,0.296,1.04,1,1,1.25,5821.0,1.49,10237.943309954593
Kepler-1733 b,3.636,12.8,0.0933,0.0,0.43,1.27,1,1,1.46,6320.0,1.25,14962.038746624206
Kepler-1734 b,3.089,9.74,0.0714,0.0,0.144,1.05,1,1,1.82,6061.0,0.97,14449.092037084873
Kepler-1735 b,1.194,1.84,0.0621,0.0,0.11571193585728314,0.54,1,1,5.94,3975.0,0.51,7367.767847394497
Kepler-1736 b,3.877,14.3,0.2188,0.0,0.402,0.98,1,1,1.35,6085.0,0.97,8286.713098938948
Kepler-1737 b,5.395,25.1,0.297,0.0,0.5209227484918181,0.83,1,1,0.878,5043.0,0.88,5614.506536035565
Kepler-1738 b,2.825,8.37,0.0781,0.0,1.3091311121425235,1.08,1,1,2.04,6063.0,1.0,14032.064214274384
Kepler-1739 b,2.431,6.48,0.0697,0.0,0.5898540685771015,0.86,1,1,2.48,5757.0,0.76,12295.498713975707
Kepler-174 b,1.96,4.5,0.1,0.0,0.1673128805561604,0.6,1,3,3.28,4880.0,0.62,7859.14278158048
Kepler-174 c,1.49,2.83,0.214,0.0,0.1673128805561604,0.6,1,3,4.7,4880.0,0.62,5372.399403965884
Kepler-174 d,2.19,5.43,0.677,0.0,0.1673128805561604,0.6,1,3,2.84,4880.0,0.62,3020.5139413528173
Kepler-1740 b,3.323,11.0,0.0779,0.0,0.8052810653384567,0.94,1,1,1.65,5705.0,0.91,12611.511151752651
Kepler-1741 b,1.273,2.16,0.0296,0.0,0.06112850833490051,0.45,1,1,5.75,3683.0,0.42,8973.048614554044
Kepler-1742 b,2.178,5.38,0.2587,0.0,0.8052810653384567,0.94,1,1,2.86,5776.0,0.85,6771.703671897851
Kepler-1743 b,1.599,3.18,0.084,0.0,0.599,1.27,1,1,4.28,5855.0,1.61,16579.052490776983
Kepler-1744 b,3.768,13.6,0.20945,0.0,0.6650664244684812,0.89,1,1,1.4,5986.0,0.85,7799.477421530962
Kepler-1745 b,1.929,4.38,0.0408,0.0,0.007,0.99,1,1,3.35,5611.0,1.4,21258.553831034107
Kepler-1746 b,8.935,59.1,0.94082,0.0,0.496,1.09,1,1,0.455,6018.0,1.29,4557.779179760187
Kepler-1747 b,4.265,16.8,0.066,0.0,0.9317325438379406,0.98,1,1,1.19,5477.0,0.86,12787.31933781061
Kepler-1748 b,2.713,7.81,0.0615,0.0,0.746891291445067,0.92,1,1,2.15,5774.0,0.86,13965.225715277047
Kepler-1749 b,1.613,3.23,0.0956,0.0,0.12338700232905413,0.55,1,1,4.23,3957.0,0.55,6138.72192665126
Kepler-175 b,2.56,7.08,0.105,0.0,0.194,0.97,1,2,2.32,6064.0,1.01,12164.233333292419
Kepler-175 c,3.1,9.8,0.213,0.0,0.194,0.97,1,2,1.81,6064.0,1.01,8540.623753103508
Kepler-1750 b,6.004,30.1,0.6785,0.0,0.061,0.98,1,1,0.764,5644.0,0.97,4364.730751295988
Kepler-1751 b,1.824,3.98,0.0712,0.0,0.036,0.97,1,1,3.6,6052.0,0.97,14447.885854410835
Kepler-1752 b,4.541,18.7,0.2698,0.0,0.499284959284455,0.82,1,1,1.1,5446.0,0.82,6140.773836550914
Kepler-1753 b,2.227,5.59,0.1179,0.0,0.5898540685771015,0.86,1,1,2.78,5180.0,0.77,8562.049453708425
Kepler-1754 b,2.44,6.53,0.0718,0.0,0.332376270499219,0.73,1,1,2.47,4723.0,0.75,9872.925669011038
Kepler-1755 b,5.917,29.4,0.1668,0.0,0.274,1.0,1,1,0.78,6086.0,0.92,9244.583526108765
Kepler-1756 b,1.472,2.77,0.0319,0.0,0.4191129782637613,0.78,1,1,4.77,4915.0,0.81,16018.808230537918
Kepler-1757 b,2.947,8.99,0.1335,0.0,0.5209227484918181,0.83,1,1,1.93,5288.0,0.74,8052.415676597879
Kepler-1758 b,2.571,7.13,0.0919,0.0,0.485,1.04,1,1,2.31,5557.0,1.62,15090.362084152224
Kepler-1759 b,0.904,0.676,0.0429,0.0,0.3826904045279422,0.76,1,1,5.03,5017.0,0.8,14012.639869355631
Kepler-176 b,1.43,2.63,0.058,0.0,0.5898540685771015,0.86,1,4,4.94,5232.0,0.89,13255.870540625481
Kepler-176 c,2.6,23.0,0.102,0.0,0.5898540685771015,0.86,1,4,7.19,5232.0,0.89,9995.906034428033
Kepler-176 d,2.51,15.2,0.163,0.0,0.5898540685771015,0.86,1,4,5.28,5232.0,0.89,7907.304233696292
Kepler-176 e,1.45,2.7,0.25654,0.0,0.6142107088596144,0.87,1,4,4.87,5295.0,0.83,6160.088869130014
Kepler-1760 b,2.29,5.86,0.2084,0.0,0.499284959284455,0.82,1,1,2.68,5229.0,0.9,7028.304215946747
Kepler-1761 b,1.391,2.51,0.0413,0.0,0.13981764885710957,0.57,1,1,5.12,3871.0,0.53,8969.032391463685
Kepler-1762 b,2.76,8.05,0.204,0.0,0.331,1.3,1,1,2.1,6572.0,1.24,10479.795929085485
Kepler-1763 b,1.147,1.59,0.0257,0.0,0.274,1.03,1,1,5.8,5897.0,1.26,26706.031126238064
Kepler-1764 b,4.555,18.8,0.3512,0.0,0.415,1.16,1,1,1.09,6461.0,1.13,7495.855765963992
Kepler-1765 b,2.495,6.78,0.0917,0.0,0.8356657801380584,0.95,1,1,2.4,5692.0,1.06,12516.781424282985
Kepler-1766 b,2.279,5.81,0.4161,0.0,0.175,0.92,1,1,2.7,5868.0,1.04,6000.223521331094
Kepler-1767 b,3.013,9.34,0.2873,0.0,0.6650664244684812,0.89,1,1,1.88,5243.0,0.83,5763.822567162479
Kepler-1768 b,2.233,5.62,0.1286,0.0,0.287,1.24,1,1,2.77,6050.0,1.57,13672.383412474323
Kepler-1769 b,4.465,18.2,0.40598,0.0,0.215,1.06,1,1,1.12,6071.0,1.3,7026.500824893454
Kepler-177 b,3.5,5.84,0.21101,0.0,0.24,0.92,1,2,0.75,5732.0,1.32,9272.591781985584
Kepler-177 c,8.73,14.7,0.25655,0.0,0.24,0.92,1,2,0.121,5732.0,1.32,8409.431745513288
Kepler-1770 b,2.841,8.45,0.1261,0.0,0.8052810653384567,0.94,1,1,2.02,5602.0,1.01,10254.293890454774
Kepler-1771 b,4.055,15.5,0.3815,0.0,0.8052810653384567,0.94,1,1,1.28,5661.0,0.93,5716.719326312473
Kepler-1772 b,2.686,7.68,0.04391,0.0,0.472,0.94,1,1,2.18,5541.0,0.93,16493.294665603404
Kepler-1773 b,3.505,12.1,0.24831,0.0,0.405,1.24,1,1,1.54,6183.0,1.3,9150.257795424588
Kepler-1774 b,3.182,10.2,0.29496,0.0,0.19,1.1,1,1,1.74,6214.0,1.12,7831.739078600481
Kepler-1775 b,3.648,12.9,0.39565,0.0,0.246,1.15,1,1,1.46,5818.0,1.65,7684.570798875957
Kepler-1776 b,2.612,7.33,0.2093,0.0,0.164,1.04,1,1,2.26,5872.0,1.15,8902.45659890873
Kepler-1777 b,2.132,5.19,0.10301,0.0,0.9317325438379406,0.98,1,1,2.94,5771.0,1.07,12029.921176784099
Kepler-1778 b,3.017,9.36,0.0956,0.0,0.098,1.14,1,1,1.87,6310.0,1.09,13780.760157265107
Kepler-1779 b,3.033,9.44,0.1264,0.0,1.0354396902316474,1.01,1,1,1.86,5730.0,1.06,10732.317935866018
Kepler-178 b,2.9,8.75,0.085,0.0,0.5661952739834993,0.85,1,3,1.97,5676.0,1.07,13025.197732417644
Kepler-178 c,2.88,8.65,0.142,0.0,0.5661952739834993,0.85,1,3,1.99,5676.0,1.07,10077.42595031131
Kepler-178 d,3.95,14.8,0.397,0.0,0.5661952739834993,0.85,1,3,1.32,5676.0,1.07,6026.963126424232
Kepler-1780 b,3.606,12.7,0.4276,0.0,0.6142107088596144,0.87,1,1,1.49,5403.0,0.87,4984.656751858143
Kepler-1781 b,2.381,6.26,0.0574,0.0,1.1862126380443982,1.05,1,1,2.55,5568.0,0.96,14727.818013191247
Kepler-1782 b,2.229,5.6,0.05825,0.0,0.43822264873188616,0.79,1,1,2.78,4931.0,0.73,11290.364940065489
Kepler-1783 b,1.319,2.3,0.07595,0.0,0.6650664244684812,0.89,1,1,5.5,5129.0,1.78,16059.733096999185
Kepler-1784 b,2.799,8.24,0.1072,0.0,0.6650664244684812,0.89,1,1,2.06,5442.0,0.97,10587.819382562842
Kepler-1785 b,2.704,7.77,0.13917,0.0,0.003,0.91,1,1,2.16,5618.0,1.0,9740.212534360282
Kepler-1786 b,3.163,10.1,0.35722,0.0,0.159,1.06,1,1,1.75,5808.0,1.4,7436.734117873979
Kepler-1787 b,2.319,5.99,0.227,0.0,1.0354396902316474,1.01,1,1,2.64,6060.0,0.93,7933.424298567076
Kepler-1788 b,2.379,6.25,0.0343,0.0,0.2728800698583353,0.69,1,1,2.55,4786.0,0.7,13984.088585342097
Kepler-1789 b,2.831,8.4,0.3543,0.0,0.746891291445067,0.92,1,1,2.03,5436.0,0.89,5572.478318412814
Kepler-179 b,1.64,3.33,0.036,0.0,0.6650664244684812,0.89,1,2,4.15,5302.0,0.76,15756.319596458776
Kepler-179 c,2.0,4.66,0.064,0.0,0.6650664244684812,0.89,1,2,3.2,5302.0,0.76,11817.23969734408
Kepler-1790 b,3.145,10.0,0.20989,0.0,0.383,1.02,1,1,1.77,5866.0,1.37,9693.173372607818
Kepler-1791 b,3.121,9.91,0.0761,0.0,0.176,0.99,1,1,1.79,5887.0,1.18,14993.472355379747
Kepler-1792 b,2.52,6.89,0.0488,0.0,0.6392774017356785,0.88,1,1,2.37,5229.0,1.01,15386.113432052163
Kepler-1793 b,3.79,13.8,0.0787,0.0,0.5661952739834993,0.85,1,1,1.39,5191.0,0.76,10433.4988138952
Kepler-1794 b,1.794,3.87,0.0821,0.0,0.4006060816669288,0.77,1,1,3.68,5052.0,0.82,10326.620132776477
Kepler-1795 b,1.663,3.4,0.1002,0.0,0.4006060816669288,0.77,1,1,4.06,4500.0,0.69,7637.702018244613
Kepler-1796 b,2.75,8.0,0.1879,0.0,0.118,1.02,1,1,2.11,6036.0,0.95,8778.23404621583
Kepler-1797 b,3.058,9.58,0.1637,0.0,0.062,1.07,1,1,1.84,6244.0,1.01,10031.335454449574
Kepler-1798 b,2.309,5.94,0.1082,0.0,0.15775460325515067,0.59,1,1,2.65,3967.0,0.59,5991.479643139201
Kepler-1799 b,4.128,15.9,0.1028,0.0,0.314,1.02,1,1,1.24,5831.0,0.92,11282.358876747781
Kepler-18 b,2.0,6.9,0.0447,0.0,0.8988786596538656,0.97,1,3,4.9,5345.0,1.11,17227.210068895914
Kepler-18 c,5.49,17.3,0.0752,0.0,0.8988786596538656,0.97,1,3,0.59,5345.0,1.11,13281.887299641647
Kepler-18 d,6.98,16.4,0.1172,0.0,0.8988786596538656,0.97,1,3,0.27,5345.0,1.11,10639.100350285891
Kepler-180 b,1.5,2.86,0.109,0.0,0.8356657801380584,0.95,1,2,4.66,5731.0,1.06,11559.248607071826
Kepler-180 c,3.01,9.32,0.229,0.0,0.8356657801380584,0.95,1,2,1.88,5731.0,1.06,7974.89754112771
Kepler-1800 b,0.997,0.961,0.05098,0.0,2.7131933465038522,1.33,1,1,5.33,5343.0,2.51,24248.318706759237
Kepler-1801 b,2.709,7.8,0.0915,0.0,0.8052810653384567,0.94,1,2,2.16,5738.0,0.98,12145.699918688013
Kepler-1801 c,2.91,8.8,0.4572,0.0,0.8052810653384567,0.94,1,2,1.96,5738.0,0.98,5433.503899329468
Kepler-1802 b,1.671,3.43,0.0662,0.0,0.22140975341264896,0.65,1,2,4.04,4245.0,0.64,8536.860781240526
Kepler-1802 c,2.322,6.0,0.1748,0.0,0.22140975341264896,0.65,1,2,2.63,4245.0,0.64,5253.593665056226
Kepler-1804 b,1.596,3.18,0.1017,0.0,0.7756937995160011,0.93,1,1,4.3,5109.0,1.67,13390.38839006862
